YEAR,MURDER,RAPE,BURGLARY,HURT,location,latitude,longitude
2007,26,19,105,559,"BARMER, RAJASTHAN",25.74158,71.41026
2007,69,62,69,479,"BHARATPUR, RAJASTHAN",27.215445,77.498696
2007,34,48,227,113,"BHILWARA, RAJASTHAN",25.348,74.636
2007,39,32,124,610,"BIKANER, RAJASTHAN",28.015929,73.317137
2007,28,28,98,608,"BUNDI, RAJASTHAN",25.42473,75.65093
2007,48,92,230,1758,"CHITTORGARH, RAJASTHAN",25.32775,74.63261
2007,20,27,106,579,"CHURU, RAJASTHAN",28.33209,75.08729
2007,34,16,108,0,"DAUSA, RAJASTHAN",26.02314,76.35245
2007,44,20,43,1422,"DHOLPUR, RAJASTHAN",26.73729,77.86846
2007,23,10,47,181,"DUNGARPUR, RAJASTHAN",23.8483,73.7215
2007,4,0,0,7,"G.R.P., RAJASTHAN",40.512359,-78.405292
2007,61,66,191,959,"GANGANAGAR, RAJASTHAN",29.927056,73.876152
2007,32,39,91,265,"HANUMANGARH, RAJASTHAN",29.63552,74.31309
2007,14,25,358,42,"JAIPUR EAST, RAJASTHAN",26.89589,75.81295
2007,17,23,159,347,"JAIPUR NORTH, RAJASTHAN",26.9228,75.74469
2007,66,39,246,638,"JAIPUR RURAL, RAJASTHAN",26.90878,75.91129
2007,21,14,304,393,"JAIPUR SOUTH, RAJASTHAN",26.94953,75.74324
2007,5,4,39,0,"JAISALMER, RAJASTHAN",27.17316,70.72269
2007,21,7,79,72,"JALORE, RAJASTHAN",25.37321,72.73139
2007,43,54,78,458,"JHALAWAR, RAJASTHAN",25.09181,75.86302
2007,44,31,135,740,"JHUNJHUNU, RAJASTHAN",27.81115,75.51286
2007,16,16,207,614,"JODHPUR CITY, RAJASTHAN",26.29893,73.0334
2007,23,24,102,1048,"JODHPUR RURAL, RAJASTHAN",26.29893,73.0334
2007,37,28,27,19,"KARAULI, RAJASTHAN",26.4956,77.0275
2007,22,25,137,145,"KOTA CITY, RAJASTHAN",25.21126,75.82218
2007,25,30,87,250,"KOTA RURAL, RAJASTHAN",25.19218,75.85084
2007,42,38,200,127,"NAGAUR, RAJASTHAN",26.34454,73.0627
2007,30,39,220,33,"PALI, RAJASTHAN",26.19187,73.04313
2007,13,5,91,662,"RAJSAMAND, RAJASTHAN",25.05727,73.88511
2007,19,21,81,9,"SAWAI MADHOPUR, RAJASTHAN",26.0997,76.3634
2007,36,34,152,443,"SIKAR, RAJASTHAN",27.62694,75.15247
2007,22,23,68,438,"SIROHI, RAJASTHAN",27.22345,75.91849
2007,23,19,84,910,"TONK, RAJASTHAN",26.161143,75.785835
2007,84,94,267,1297,"UDAIPUR, RAJASTHAN",24.59677,73.7852
2007,2,8,52,29,"EAST, SIKKIM",27.34244,88.64121
2007,0,0,3,5,"NORTH, SIKKIM",-36.98793,174.88748
2007,1,12,18,33,"SOUTH, SIKKIM",-25.79363,28.11306
2007,6,4,10,28,"WEST, SIKKIM",52.197448,21.013323
2007,145,46,654,1224,"CHENNAI, TAMIL NADU",13.079691,80.282953
2007,4,0,4,28,"CHENNAI RLY., TAMIL NADU",12.98958,80.25274
2007,87,16,286,776,"COIMBATORE RURAL, TAMIL NADU",11.001812,76.962843
2007,22,10,131,162,"COIMBATORE URBAN, TAMIL NADU",11.001812,76.962843
2007,61,28,117,603,"CUDDALORE, TAMIL NADU",11.77555,79.73803
2007,38,6,38,961,"DHARMAPURI, TAMIL NADU",12.134799,78.158986
2007,40,12,71,379,"DINDIGUL, TAMIL NADU",10.365545,77.969573
2007,54,20,133,613,"ERODE, TAMIL NADU",10.510729,78.060022
2007,57,25,157,390,"KANCHIPURAM, TAMIL NADU",12.835318,79.704983
2007,27,11,116,500,"KANYAKUMARI, TAMIL NADU",12.95811,80.172653
2007,18,3,37,171,"KARUR, TAMIL NADU",10.960405,78.077561
2007,72,11,40,617,"KRISHNAGIRI, TAMIL NADU",12.56464,78.17775
2007,55,9,77,521,"MADURAI RURAL, TAMIL NADU",12.86936,80.08376
2007,27,4,68,119,"MADURAI URBAN, TAMIL NADU",9.92013,78.11088
2007,39,14,56,469,"NAGAPATTINAM, TAMIL NADU",10.76638,79.84952
2007,26,12,46,394,"NAMAKKAL, TAMIL NADU",11.219327,78.167725
2007,13,6,62,182,"NILGIRIS, TAMIL NADU",12.804002,80.22355
2007,32,26,53,301,"PERAMBALUR, TAMIL NADU",11.23668,78.87092
2007,34,14,59,273,"PUDUKOTTAI, TAMIL NADU",10.42332,79.318266
2007,37,8,61,387,"RAMNATHAPURAM, TAMIL NADU",41.726595,-74.387905
2007,67,25,55,1255,"SALEM RURAL, TAMIL NADU",11.12406,77.19405
2007,16,10,41,237,"SALEM URBAN, TAMIL NADU",11.66134,78.13536
2007,43,3,71,315,"SIVAGANGAI, TAMIL NADU",9.92736,78.15219
2007,68,5,133,766,"THANJAVUR, TAMIL NADU",10.786069,79.138128
2007,29,4,105,481,"THENI, TAMIL NADU",10.010814,77.48101
2007,80,35,170,871,"THIRUNELVELI RURAL, TAMIL NADU",8.72879,77.70458
2007,16,6,34,87,"THIRUNELVELI URBAN, TAMIL NADU",8.75195,77.69556
2007,23,7,41,382,"THIRUVALLUR, TAMIL NADU",13.01825,80.246223
2007,45,14,67,562,"THIRUVANNAMALAI, TAMIL NADU",12.234323,79.076199
2007,39,9,121,534,"THIRUVARUR, TAMIL NADU",11.097142,77.349205
2007,62,19,156,437,"THOOTHUGUDI, TAMIL NADU",8.91115,78.1716
2007,0,0,0,10,"TRICHY RLY., TAMIL NADU",11.00395,77.0457
2007,49,12,57,194,"TRICHY RURAL, TAMIL NADU",11.02016,77.09775
2007,21,2,68,79,"TRICHY URBAN, TAMIL NADU",11.00395,77.0457
2007,66,25,165,647,"VELLORE, TAMIL NADU",12.91642,79.136194
2007,70,58,89,664,"VILLUPURAM, TAMIL NADU",11.942589,79.495063
2007,51,8,78,376,"VIRUDHUNAGAR, TAMIL NADU",9.51659,77.83727
2007,18,13,20,44,"DHALAI, TRIPURA",24.009922,91.925217
2007,21,26,35,113,"NORTH, TRIPURA",28.632655,80.693497
2007,34,41,53,138,"SOUTH, TRIPURA",23.5,91.666667
2007,65,77,85,251,"WEST, TRIPURA",23.916667,91.5
2007,123,30,213,409,"AGRA, UTTAR PRADESH",27.175255,78.009816
2007,166,50,105,324,"ALIGARH, UTTAR PRADESH",27.8791,78.0795
2007,143,26,217,357,"ALLAHABAD, UTTAR PRADESH",25.43813,81.833801
2007,26,15,39,169,"AMBEDKAR NAGAR, UTTAR PRADESH",28.63937,77.43214
2007,37,9,29,142,"AURAIYA, UTTAR PRADESH",26.66069,79.17701
2007,54,11,53,201,"AZAMGARH, UTTAR PRADESH",26.02472,83.17437
2007,88,11,26,176,"BADAUN, UTTAR PRADESH",28.30985,79.41382
2007,81,17,26,131,"BAGHPAT, UTTAR PRADESH",28.94508,77.22005
2007,43,34,54,151,"BAHRAICH, UTTAR PRADESH",27.6863,80.88058
2007,32,10,49,99,"BALLIA, UTTAR PRADESH",28.24539,79.36434
2007,20,10,25,41,"BALRAMPUR, UTTAR PRADESH",27.429513,82.18546
2007,49,15,50,81,"BANDA, UTTAR PRADESH",25.47748,80.3367
2007,62,25,75,205,"BARABANKI, UTTAR PRADESH",26.90748,81.19932
2007,138,62,104,194,"BAREILLY, UTTAR PRADESH",28.28396,79.80216
2007,24,10,29,142,"BASTI, UTTAR PRADESH",26.81732,82.76349
2007,99,27,36,340,"BIJNOR, UTTAR PRADESH",29.30706,78.17289
2007,146,44,63,417,"BULANDSHAHAR, UTTAR PRADESH",28.64584,77.46599
2007,17,6,43,137,"CHANDOLI, UTTAR PRADESH",16.0102,80.62146
2007,23,23,27,9,"CHITRAKOOT DHAM, UTTAR PRADESH",25.87441,83.11321
2007,31,2,40,111,"DEORIA, UTTAR PRADESH",26.72069,83.3921
2007,141,39,81,228,"ETAH, UTTAR PRADESH",27.55358,78.65876
2007,66,14,52,153,"ETAWAH, UTTAR PRADESH",27.0367,79.26709
2007,52,23,67,171,"FAIZABAD, UTTAR PRADESH",26.81258,81.51219
2007,64,21,38,65,"FATEHGARH, UTTAR PRADESH",26.43146,80.29282
2007,66,22,44,157,"FATEHPUR, UTTAR PRADESH",25.9328,80.8091
2007,123,28,85,233,"FIROZABAD, UTTAR PRADESH",27.152799,78.399144
2007,20,2,0,16,"G.R.P., UTTAR PRADESH",26.92356,80.56635
2007,75,17,138,17,"GAUTAMBUDH NAGAR, UTTAR PRADESH",28.32349,77.5965
2007,150,33,117,60,"GHAZIABAD, UTTAR PRADESH",28.671153,77.412036
2007,40,10,45,151,"GHAZIPUR, UTTAR PRADESH",25.90345,80.80067
2007,46,13,73,7,"GONDA, UTTAR PRADESH",27.20867,82.11712
2007,75,19,90,255,"GORAKHPUR, UTTAR PRADESH",26.760022,83.366813
2007,22,8,9,25,"HAMIRPUR, UTTAR PRADESH",26.39815,80.31347
2007,86,33,35,262,"HARDOI, UTTAR PRADESH",27.56979,80.65578
2007,56,16,51,145,"HATHRAS, UTTAR PRADESH",27.597589,78.054548
2007,66,28,39,25,"J.P.NAGAR, UTTAR PRADESH",28.32349,77.5965
2007,48,8,24,3,"JALAUN, UTTAR PRADESH",26.00225,79.16141
2007,44,24,62,360,"JAUNPUR, UTTAR PRADESH",25.40012,82.89158
2007,66,10,41,44,"JHANSI, UTTAR PRADESH",25.44873,78.57013
2007,54,6,17,26,"KANNAUJ, UTTAR PRADESH",27.0564,79.9184
2007,41,13,36,267,"KANPUR DEHAT, UTTAR PRADESH",26.37746,79.95277
2007,148,46,264,548,"KANPUR NAGAR, UTTAR PRADESH",26.33969,80.29294
2007,51,30,62,103,"KAUSHAMBI, UTTAR PRADESH",28.64181,77.31949
2007,93,47,67,293,"KHIRI, UTTAR PRADESH",27.92487,80.79163
2007,20,9,34,145,"KUSHI NAGAR, UTTAR PRADESH",27.94028,80.78547
2007,22,10,23,165,"LALITPUR, UTTAR PRADESH",24.69737,78.43635
2007,159,82,613,58,"LUCKNOW, UTTAR PRADESH",26.28265,81.20996
2007,25,23,27,79,"MAHARAJGANJ, UTTAR PRADESH",26.25563,81.23401
2007,30,10,18,23,"MAHOBA, UTTAR PRADESH",25.2954,79.86376
2007,108,11,54,186,"MAINPURI, UTTAR PRADESH",28.709049,77.480881
2007,83,36,87,181,"MATHURA, UTTAR PRADESH",27.49606,77.6547
2007,32,8,62,85,"MAU, UTTAR PRADESH",25.97482,83.57464
2007,195,39,167,153,"MEERUT, UTTAR PRADESH",28.97919,77.69819
2007,40,10,38,92,"MIRZAPUR, UTTAR PRADESH",25.146135,82.568995
2007,130,58,112,80,"MORADABAD, UTTAR PRADESH",28.833498,78.773286
2007,213,37,89,12,"MUZAFFARNAGAR, UTTAR PRADESH",29.466237,77.69617
2007,38,23,18,1,"PILIBHIT, UTTAR PRADESH",28.40745,79.44992
2007,58,16,84,200,"PRATAPGARH, UTTAR PRADESH",25.89746,81.88225
2007,57,31,63,212,"RAIBAREILLY, UTTAR PRADESH",26.92356,80.56635
2007,57,40,37,9,"RAMPUR, UTTAR PRADESH",28.8014,79.028434
2007,81,14,64,32,"SAHARANPUR, UTTAR PRADESH",28.82882,77.2682
2007,21,9,15,81,"SANT KABIRNAGAR, UTTAR PRADESH",26.77651,80.9261
2007,126,52,84,189,"SHAHJAHANPUR, UTTAR PRADESH",27.85906,79.88883
2007,19,10,29,59,"SHRAWASTI, UTTAR PRADESH",26.92356,80.56635
2007,12,5,38,49,"SIDHARTHNAGAR, UTTAR PRADESH",27.130334,80.859666
2007,112,67,87,273,"SITAPUR, UTTAR PRADESH",27.561557,80.684008
2007,35,16,27,129,"SONBHADRA, UTTAR PRADESH",24.394384,83.072477
2007,13,1,21,59,"ST.RAVIDASNAGAR, UTTAR PRADESH",27.56261,78.66227
2007,59,34,103,268,"SULTANPUR, UTTAR PRADESH",28.76507,77.45431
2007,94,30,41,155,"UNNAO, UTTAR PRADESH",26.54784,80.48952
2007,66,20,182,269,"VARANASI, UTTAR PRADESH",25.3877,82.98633
2007,19,6,35,25,"ALMORA, UTTARAKHAND",29.65827,79.45298
2007,10,3,8,3,"BAGESHWAR, UTTARAKHAND",29.87911,79.59928
2007,15,10,28,21,"CHAMOLI, UTTARAKHAND",30.4036,79.3309
2007,5,2,7,13,"CHAMPAWAT, UTTARAKHAND",28.90618,80.02799
2007,37,29,148,250,"DEHRADUN, UTTARAKHAND",29.96231,77.56129
2007,55,28,102,352,"HARIDWAR, UTTARAKHAND",29.933538,78.13722
2007,26,6,38,39,"NAINITAL, UTTARAKHAND",29.392038,79.455536
2007,19,7,27,75,"PAURI GARHWAL, UTTARAKHAND",30.13091,78.59973
2007,9,9,33,40,"PITHORAGARH, UTTARAKHAND",29.58832,80.21989
2007,6,1,17,9,"RUDRA PRAYAG, UTTARAKHAND",30.15236,78.76367
2007,11,2,14,12,"TEHRI GARHWAL, UTTARAKHAND",30.31805,78.43576
2007,54,12,74,42,"UDHAMSINGH NAGAR, UTTARAKHAND",29.77158,80.29496
2007,2,2,17,5,"UTTARKASHI, UTTARAKHAND",30.40434,78.39765
2007,194,231,14,281,"24 PARGANAS NORTH, WEST BENGAL",22.68405,88.38047
2007,158,205,20,218,"24 PARGANAS SOUTH, WEST BENGAL",31.152064,-97.452242
2007,26,15,1,109,"ASANSOL, WEST BENGAL",22.489071,88.39624
2007,49,44,7,166,"BANKURA, WEST BENGAL",23.38809,86.83991
2007,66,53,13,203,"BIRBHUM, WEST BENGAL",24.062774,87.690819
2007,122,69,18,179,"BURDWAN, WEST BENGAL",23.241563,87.870474
2007,34,139,15,105,"COOCHBEHAR, WEST BENGAL",26.29385,89.38473
2007,34,46,5,89,"DAKSHIN DINAJPUR, WEST BENGAL",25.40009,88.55547
2007,31,48,10,638,"DARJEELING, WEST BENGAL",26.83029,88.3291
2007,90,57,39,305,"HOOGHLY, WEST BENGAL",22.91216,88.36368
2007,69,45,8,463,"HOWRAH, WEST BENGAL",22.59938,88.31656
2007,9,1,0,7,"HOWRAH G.R.P., WEST BENGAL",22.59938,88.31656
2007,122,235,55,490,"JALPAIGURI, WEST BENGAL",26.524299,88.720022
2007,3,0,0,0,"KHARAGPUR G.R.P., WEST BENGAL",22.996495,87.685588
2007,36,44,114,1241,"KOLKATA, WEST BENGAL",22.58287,88.37886
2007,88,103,12,306,"MALDA, WEST BENGAL",25.03264,88.13772
2007,132,369,10,720,"MURSHIDABAD, WEST BENGAL",24.17024,88.26813
2007,99,183,7,988,"NADIA, WEST BENGAL",23.26207,88.41052
2007,105,60,19,131,"PASCHIM MIDNAPUR, WEST BENGAL",22.996495,87.685588
2007,76,41,19,12,"PURAB MIDNAPUR, WEST BENGAL",22.42063,87.30219
2007,46,38,3,1,"PURULIA, WEST BENGAL",23.34149,86.37207
2007,6,3,0,19,"SEALDAH G.R.P., WEST BENGAL",45.964727,-60.14389
2007,4,1,0,0,"SILIGURI G.R.P., WEST BENGAL",45.964727,-60.14389
2007,53,76,10,238,"UTTAR DINAJPUR, WEST BENGAL",39.390897,-99.066067
2007,15,3,90,99,"A and N ISLANDS, A & N ISLANDS",28.37487,-16.85359
2007,19,22,191,78,"CHANDIGARH, CHANDIGARH",30.720451,76.76697
2007,10,7,28,25,"D and N HAVELI, D & N HAVELI",18.46592,73.76498
2007,12,1,41,14,"DAMAN, DAMAN & DIU",20.41092,72.86157
2007,0,0,5,6,"DIU, DAMAN & DIU",20.72942,70.98819
2007,27,22,63,136,"CENTRAL, DELHI UT",39.643477,-85.573547
2007,34,73,196,218,"EAST, DELHI UT",37.8036,-109.133301
2007,3,4,1,10,"GRP(RLY), DELHI UT",40.594439,-112.453084
2007,1,0,1,0,"IGI AIRPORT, DELHI UT",32.41305,-91.49337
2007,4,7,53,28,"NEW DELHI, DELHI UT",14.32351,120.95263
2007,22,33,84,133,"NORTH, DELHI UT",33.77579,-93.686695
2007,66,89,206,247,"NORTH-EAST, DELHI UT",36.2232,-115.13397
2007,57,51,272,141,"NORTH-WEST, DELHI UT",41.92923,-111.441809
2007,102,121,231,226,"OUTER, DELHI UT",38.185355,-90.559903
2007,68,83,412,193,"SOUTH, DELHI UT",42.874698,-89.933472
2007,51,51,304,147,"SOUTH-WEST, DELHI UT",41.92923,-111.441809
2007,0,0,0,0,"STF, DELHI UT",28.55874,77.16095
2007,60,64,232,257,"WEST, DELHI UT",41.060299,-111.9981
2007,0,1,2,0,"LAKSHADWEEP, LAKSHADWEEP",11.27695,74.04297
2007,4,3,15,179,"KARAIKAL, PUDUCHERRY",10.83087,79.83245
2007,30,6,71,725,"PONDICHERRY, PUDUCHERRY",11.934057,79.830645
2008,73,50,248,1289,"ADILABAD, ANDHRA PRADESH",17.24083,78.48053
2008,154,37,222,1050,"ANANTAPUR, ANDHRA PRADESH",14.42524,77.71148
2008,123,30,260,1017,"CHITTOOR, ANDHRA PRADESH",13.20344,79.08154
2008,114,27,149,1149,"CUDDAPAH, ANDHRA PRADESH",14.67425,78.42032
2008,197,80,1319,3321,"CYBERABAD, ANDHRA PRADESH",17.24083,78.48053
2008,82,48,425,3172,"EAST GODAVARI, ANDHRA PRADESH",16.95918,82.23544
2008,7,0,0,7,"GUNTAKAL RLY., ANDHRA PRADESH",15.16168,77.37832
2008,159,48,336,1615,"GUNTUR, ANDHRA PRADESH",16.29381,80.45467
2008,122,62,1143,4244,"HYDERABAD CITY, ANDHRA PRADESH",17.24083,78.48053
2008,134,84,294,2937,"KARIMNAGAR, ANDHRA PRADESH",17.24083,78.48053
2008,123,70,251,1089,"KHAMMAM, ANDHRA PRADESH",17.24083,78.48053
2008,53,38,166,2434,"KRISHNA, ANDHRA PRADESH",16.96081,82.23694
2008,116,47,252,2972,"KURNOOL, ANDHRA PRADESH",15.830925,78.042537
2008,188,72,256,2306,"MAHABOOBNAGAR, ANDHRA PRADESH",29.484731,-98.411616
2008,140,50,297,2190,"MEDAK, ANDHRA PRADESH",17.24083,78.48053
2008,121,90,279,1762,"NALGONDA, ANDHRA PRADESH",17.24083,78.48053
2008,70,39,266,2408,"NELLORE, ANDHRA PRADESH",14.449372,79.987376
2008,153,31,338,1969,"NIZAMABAD, ANDHRA PRADESH",17.24083,78.48053
2008,75,30,173,1222,"PRAKASHAM, ANDHRA PRADESH",13.21797,79.10104
2008,91,37,142,855,"RANGA REDDY, ANDHRA PRADESH",17.501381,78.508499
2008,10,2,0,17,"SECUNDERABAD RLY., ANDHRA PRADESH",17.24083,78.48053
2008,25,32,147,1632,"SRIKAKULAM, ANDHRA PRADESH",18.29494,83.893875
2008,34,30,189,1482,"VIJAYAWADA CITY, ANDHRA PRADESH",16.49995,80.64361
2008,1,0,1,12,"VIJAYAWADA RLY., ANDHRA PRADESH",16.50533,80.66121
2008,65,12,103,1509,"VISAKHA RURAL, ANDHRA PRADESH",37.60229,-96.035319
2008,32,29,263,412,"VISAKHAPATNAM, ANDHRA PRADESH",17.723128,83.301284
2008,29,6,147,478,"VIZIANAGARAM, ANDHRA PRADESH",18.1152,83.3982
2008,121,59,263,1562,"WARANGAL, ANDHRA PRADESH",17.24083,78.48053
2008,78,117,403,2055,"WEST GODAVARI, ANDHRA PRADESH",16.42966,81.67985
2008,6,2,19,39,"CHANGLANG, ARUNACHAL PRADESH",27.1351,95.73269
2008,1,3,10,28,"DIBANG VALLEY, ARUNACHAL PRADESH",28.7,95.7
2008,3,2,5,21,"K/KUMEY, ARUNACHAL PRADESH",27.59339,96.10737
2008,4,5,15,49,"KAMENG EAST, ARUNACHAL PRADESH",27.296587,92.804626
2008,1,0,8,18,"KAMENG WEST, ARUNACHAL PRADESH",27.296587,92.804626
2008,11,3,13,19,"LOHIT, ARUNACHAL PRADESH",27.86853,96.02421
2008,11,7,62,81,"PAPUM PARE, ARUNACHAL PRADESH",27.284315,93.61156
2008,9,5,29,27,"SIANG EAST, ARUNACHAL PRADESH",28.00715,95.15934
2008,1,0,7,10,"SIANG UPPER, ARUNACHAL PRADESH",28.720025,95.07183
2008,6,13,24,65,"SIANG WEST, ARUNACHAL PRADESH",28.066207,95.328081
2008,4,0,12,39,"SUBANSIRI LOWER, ARUNACHAL PRADESH",27.729984,94.327964
2008,4,2,5,55,"SUBANSIRI UPPER, ARUNACHAL PRADESH",27.643989,94.240939
2008,2,0,3,11,"TAWANG, ARUNACHAL PRADESH",27.57086,91.78889
2008,7,0,30,14,"TIRAP, ARUNACHAL PRADESH",26.961625,95.432609
2008,2,0,3,3,"UPPER DIBANG VALLEY, ARUNACHAL PRADESH",27.22084,93.17795
2008,54,97,127,253,"BARPETA, ASSAM",26.18327,91.69619
2008,67,23,10,77,"BASKA, ASSAM",31.20373,29.88525
2008,15,51,104,94,"BONGAIGAON, ASSAM",26.41375,90.58664
2008,0,0,0,0,"C.I.D., ASSAM",-21.74108,-48.18897
2008,56,72,262,71,"CACHAR, ASSAM",24.756991,92.881511
2008,24,25,27,42,"CHIRANG, ASSAM",39.390897,-99.066067
2008,38,57,91,347,"DARRANG, ASSAM",26.56356,92.067533
2008,21,88,30,345,"DHEMAJI, ASSAM",27.4823,94.5684
2008,44,116,125,598,"DHUBRI, ASSAM",26.0227,89.9784
2008,99,46,85,440,"DIBRUGARH, ASSAM",27.47807,94.90115
2008,6,5,7,7,"G.R.P., ASSAM",44.516527,-64.548099
2008,36,66,74,115,"GOALPARA, ASSAM",26.1641,90.625
2008,65,42,89,258,"GOLAGHAT, ASSAM",26.5094,93.9621
2008,50,59,564,345,"GUWAHATI CITY, ASSAM",26.16422,91.71563
2008,27,39,72,28,"HAILAKANDI, ASSAM",24.67846,92.73034
2008,51,44,106,297,"JORHAT, ASSAM",26.757793,94.207965
2008,46,36,265,195,"KAMRUP, ASSAM",26.16422,91.71563
2008,55,16,32,31,"KARBI ANGLONG, ASSAM",25.8602,92.589638
2008,27,19,54,120,"KARIMGANJ, ASSAM",24.7592,92.50924
2008,53,55,39,82,"KOKRAJHAR, ASSAM",26.39701,90.26366
2008,41,52,90,551,"LAKHIMPUR, ASSAM",27.25207,94.0832
2008,20,75,61,510,"MORIGAON, ASSAM",26.25337,92.3549
2008,42,4,15,7,"N.C.HILLS, ASSAM",26.62007,92.78014
2008,83,112,233,458,"NAGAON, ASSAM",26.3026,92.68086
2008,31,30,81,321,"NALBARI, ASSAM",26.4458,91.4384
2008,3,5,1,5,"R.P.O., ASSAM",51.51535,-0.06834
2008,108,46,156,234,"SIBSAGAR, ASSAM",26.9893,94.6397
2008,94,56,167,83,"SONITPUR, ASSAM",26.765603,92.996861
2008,114,60,115,159,"TINSUKIA, ASSAM",27.8143,95.64419
2008,56,42,65,34,"UDALGURI, ASSAM",26.74331,92.09408
2008,50,37,57,371,"ARARIA, BIHAR",26.11624,87.46921
2008,28,2,11,0,"ARWAL, BIHAR",25.24374,84.663
2008,92,30,115,1487,"AURANGABAD, BIHAR",24.75486,84.37759
2008,26,15,66,477,"BAGAHA, BIHAR",26.8063,84.50465
2008,70,49,85,484,"BANKA, BIHAR",24.91797,86.89891
2008,101,25,69,397,"BEGUSARAI, BIHAR",25.42721,86.13237
2008,64,28,57,55,"BETTIAH, BIHAR",27.06268,84.36026
2008,40,8,68,141,"BHABHUA, BIHAR",25.0397,83.6123
2008,90,35,130,621,"BHAGALPUR, BIHAR",25.2499,86.982
2008,138,18,94,1635,"BHOJPUR, BIHAR",25.457898,84.555732
2008,52,11,52,116,"BUXAR, BIHAR",25.55433,83.96799
2008,76,67,68,159,"DARBHANGA, BIHAR",26.15627,85.89411
2008,136,52,124,456,"GAYA, BIHAR",24.85124,85.4713
2008,74,23,50,68,"GOPALGANJ, BIHAR",26.79477,84.50827
2008,10,1,0,0,"JAMALPUR RLY., BIHAR",25.35013,86.4844
2008,56,17,38,756,"JAMUI, BIHAR",25.16355,86.09713
2008,35,6,25,20,"JEHANABAD, BIHAR",25.22217,84.98561
2008,63,120,61,765,"KATIHAR, BIHAR",25.543382,87.569042
2008,6,2,8,33,"KATIHAR RLY., BIHAR",25.57002,87.55649
2008,55,16,16,219,"KHAGARIA, BIHAR",25.70013,85.88939
2008,32,30,46,426,"KISHANGANJ, BIHAR",26.101419,87.950779
2008,41,35,36,237,"LAKHISARAI, BIHAR",25.10886,85.78938
2008,34,16,42,57,"MADHEPURA, BIHAR",25.9193,86.7903
2008,62,24,85,214,"MADHUBANI, BIHAR",26.35696,86.07614
2008,120,34,113,1876,"MOTIHARI, BIHAR",26.65854,84.91605
2008,85,20,36,85,"MUNGER, BIHAR",25.377352,86.473104
2008,138,28,209,5,"MUZAFFARPUR, BIHAR",26.11604,85.35055
2008,16,2,16,0,"MUZAFFARPUR RLY., BIHAR",26.11604,85.35055
2008,120,23,82,1085,"NALANDA, BIHAR",25.1965,85.50982
2008,33,8,3,101,"NAUGACHIA, BIHAR",25.25896,87.02431
2008,76,28,28,401,"NAWADAH, BIHAR",24.62953,85.91042
2008,341,57,647,93,"PATNA, BIHAR",25.22255,85.50275
2008,24,0,3,0,"PATNA RLY., BIHAR",25.22255,85.50275
2008,81,185,163,478,"PURNEA, BIHAR",25.778519,87.478401
2008,112,21,120,165,"ROHTAS, BIHAR",24.62442,83.9179
2008,30,22,38,304,"SAHARSA, BIHAR",25.87445,86.61204
2008,81,32,75,315,"SAMASTIPUR, BIHAR",25.8598,85.7866
2008,119,34,101,1014,"SARAN, BIHAR",25.92175,84.76795
2008,22,9,7,46,"SHEIKHPURA, BIHAR",25.1339,85.8554
2008,9,7,12,171,"SHEOHAR, BIHAR",26.46444,85.1722
2008,72,12,76,316,"SITAMARHI, BIHAR",26.33243,85.36077
2008,74,24,79,763,"SIWAN, BIHAR",26.23828,84.3581
2008,49,53,74,121,"SUPAUL, BIHAR",26.1131,86.5931
2008,106,36,129,111,"VAISHALI, BIHAR",25.93782,85.1459
2008,49,41,46,222,"BALRAMPUR, CHHATTISGARH",23.61169,83.60992
2008,112,71,610,1741,"BILASPUR, CHHATTISGARH",23.16533,82.35541
2008,95,5,8,9,"BIZAPUR, CHHATTISGARH",21.26685,82.04127
2008,69,10,44,43,"DANTEWARA, CHHATTISGARH",21.26685,82.04127
2008,23,26,152,74,"DHAMTARI, CHHATTISGARH",20.7342,81.53572
2008,83,109,593,385,"DURG, CHHATTISGARH",21.18562,81.2802
2008,5,2,7,14,"GRP RAIPUR, CHHATTISGARH",30.548248,-92.086016
2008,73,68,112,214,"JAGDALPUR, CHHATTISGARH",19.087076,82.023572
2008,36,47,270,180,"JANJGIR, CHHATTISGARH",22.01147,82.5755
2008,65,71,87,98,"JASHPUR, CHHATTISGARH",22.8773,84.1372
2008,11,29,120,642,"KABIRDHAM, CHHATTISGARH",39.390897,-99.066067
2008,54,15,76,31,"KANKER, CHHATTISGARH",20.269275,81.493211
2008,38,31,147,624,"KORBA, CHHATTISGARH",22.18605,82.7209
2008,48,54,209,557,"KORIYA, CHHATTISGARH",23.1801,82.37453
2008,19,24,120,200,"MAHASAMUND, CHHATTISGARH",21.04237,81.97453
2008,18,1,3,14,"NARAYANPUR, CHHATTISGARH",20.39321,81.08025
2008,89,30,237,643,"RAIGARH, CHHATTISGARH",21.9841,83.12652
2008,112,128,823,2328,"RAIPUR, CHHATTISGARH",21.237947,81.633683
2008,47,60,251,99,"RAJNANDGAON, CHHATTISGARH",21.03291,80.92674
2008,65,78,87,77,"SARGUJA, CHHATTISGARH",12.91634,79.13913
2008,58,78,110,370,"SURAJPUR, CHHATTISGARH",23.2243,82.8431
2008,26,15,150,94,"NORTH GOA, GOA",15.47378,73.87071
2008,23,15,152,91,"SOUTH GOA, GOA",32.5622,-111.70161
2008,85,44,778,1335,"AHMEDABAD COMMR., GUJARAT",,
2008,36,3,114,236,"AHMEDABAD RURAL, GUJARAT",23.021624,72.579707
